ktax.id	tax.id	kegg.code	scientific.name	common.name	entrez.gnodes	kegg.geneid	ncbi.geneid	ncbi.proteinid	uniprot
T01407	128	ipa	Isosphaera pallida		0	Isop_0275	NA	ADV60872	E8QX39
T02393	466153	saci	Singulisphaera acidiphila		0	Sinac_4915	NA	AGA29071	L0DK92
T04622	1387353	pbor	Paludisphaera borealis		0	BSF38_04378	NA	APW62824	A0A1U7CV47
T06184	406548	agv	Aquisphaera giovannonii		0	OJF2_39580	NA	QEH35406	A0A5B9W461
T05435	174633	kst	Candidatus Kuenenia stuttgartiensis		0	KSMBR1_3176	NA	SOH05653	A0A2C9CJA3
T07026	2172549	broc	Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2		0	IPI25_07860	NA	QQR68108	NA
T07694	2608983	bpit	Candidatus Brocadia pituitae		0	BPIT_06130	NA	BBO16321	NA
T07848	2170669	jet	Candidatus Jettenia sp.		0	L3J17_06935	NA	UJS18782	NA
T01800	547188	phm	Phycisphaera mikurensis		0	PSMK_00160	NA	BAM02175	I0IA87
T06996	2528020	pcor	Poriferisphaera corsica		0	KS4_01450	NA	QDU32116	A0A517YPH3
T07838	2527982	mcad	Mucisphaera calidilacus		0	Pan265_24110	NA	QDU72542	A0A518BZZ1
T04695	1940790	pbu	Sedimentisphaera cyanobacteriorum L21-RPul-D3		0	L21SP3_02215	NA	AQQ10383	A0A1Q2HSY6
T05439	1941349	pbp	Sedimentisphaera salicampi		0	STSP1_00112	NA	ARN55747	A0A1W6LIY5
T04749	1851148	pbas	Limihaloglobus sulfuriphilus		0	SMSP2_02841	NA	AQQ72456	A0A1R7T678
T06331	1936003	alus	Anaerohalosphaera lusitana		0	STSP2_00203	NA	AQT67063	A0A1U9NGK2
T07075	2807512	hbs	Humisphaera borealis		0	IPV69_09615	NA	QOV91592	A0A7M2X2E1
T07685	2596890	uam	Candidatus Uabimicrobium amorphum		0	UABAM_02691	NA	BBM84332	A0A5S9F3B4
T04225	1307763	vbl	Kiritimatiella glycovorans		0	L21SP4_02116	NA	AKJ65347	A0A0G3EIW4
T07773	2697043	taer	Tichowtungia aerotolerans		0	GT409_02410	NA	QHI68354	A0A6P1M6Z0
T05502	2094242	vbc	Victivallales bacterium CCUG 44730		0	C5Q97_08930	NA	AVM44827	A0A2S0KUY5
T05804	1930593	vai	Candidatus Velamenicoccus archaeovorus		0	BU251_07225	NA	QAT17520	A0A410P5U2
T00012	139	bbu	Borreliella burgdorferi B31		0	BB_0463	NA	AAC66829	O51419
T00807	139	bbz	Borreliella burgdorferi ZS7		0	BbuZS7_K13	NA	ACK74306	A0A0H3C360
T02075	139	bbn	Borreliella burgdorferi N40		0	BbuN40_0004	NA	ADQ29451	E4QHI6
T02081	139	bbj	Borreliella burgdorferi JD1		0	BbuJD1_0777	NA	ADQ30757	NA
T02794	139	bbur	Borreliella burgdorferi CA382		0	L144_01215	NA	AGS66266	NA
T00194	29519	bga	Borrelia garinii subsp. bavariensis		0	BG0004	NA	AAU06863	A0A7I6GVB0
T02048	29519	bgb	Borreliella garinii BgVir		0	KK9_0196	NA	AEW68536	NA
T02299	29519	bgn	Borreliella garinii NMJW1		0	BgCN_0483	13812679	AFT83787	NA
T03259	29519	bgs	Borreliella garinii SZ		0	X921_01560	NA	AHZ74012	NA
T04731	29519	bgc	Borreliella garinii CIP 103362		0	BLA33_03100	NA	APQ15319	NA
T00383	29518	baf	Borrelia afzelii (FLI)		0	BAPKO_0256	NA	ABH01514	Q0SNR4
T02093	29518	bafz	Borrelia afzelii (Maryland)		0	BafPKo_0559	NA	AEL69764	G0IQ94
T02298	29518	bafh	Borreliella afzelii HLJ01		0	BafHLJ01_0515	NA	AFU74762	NA
T03256	29518	baft	Borreliella afzelii Tom3107		0	P612_02575	NA	AIK18801	NA
T03895	29518	bafe	Borreliella afzelii K78		0	BAFK78_412	NA	AJY72405	NA
T01593	64897	bbs	Borreliella bissettii		0	BbiDN127_0735	NA	AEL18886	G0AMG0
T03221	62088	bvt	Borreliella valaisiana		0	P613_04520	NA	AIJ30214	NA
T03543	1245910	bchi	Borreliella chilensis		0	OY14_02310	NA	AJA90275	A0A0A7UVZ4
T04886	1674146	bmay	Borreliella mayonii		0	A7X70_04330	NA	APS99056	A0A1L6VRH9
T00737	142	btu	Borrelia turicatae		0	BT0467	NA	AAX17796	A1QZQ4
T00764	140	bhr	Borrelia hermsii DAH		0	BH0777	NA	AAX17273	NA
T03871	140	bhi	Borrelia hermsii CC1		0	L283_02070	NA	AJW73224	NA
T00768	40834	bdu	Borrelia duttonii		0	BDU_418	NA	ACH93366	B5RLY0
T00769	44449	bre	Borrelia recurrentis		0	BRE_422	NA	ACH94662	B5RRM8
T02051	29520	bcw	Borrelia crocidurae		0	Q7M_789	NA	AFI31568	I0FDL2
T02797	47466	bmo	Borrelia miyamotoi LB-2001		0	I871_01040	NA	AGT27192	NA
T03577	47466	bmiy	Borrelia miyamotoi CT14D4		0	RJ61_02280	NA	AJA58613	A0A1D8TDH2
T03987	141	bpak	Borrelia parkeri		0	X966_02100	NA	AHE62744	NA
T04727	143	bane	Borrelia anserina		0	N187_00935	NA	APR64692	A0A023PZ85
T05670	229155	btur	Borrelia turcica		0	DB313_01270	NA	AYE36134	A0A386PK50
T07005	2761123	bmat	Borrelia maritima		0	DB723_02705	NA	QFI14653	A0A5J6WBN8
T08173	144	bcoi	Borrelia coriaceae		0	bcCo53_000244	NA	UPA16117	NA
T08229	2756107	bpur	Borrelia puertoricensis		0	bpuSUM_000507	NA	UPA17988	NA
T00016	160	tpa	Treponema pallidum subsp. pallidum Nichols		0	TP_1008	NA	AAC65956	O83972
T02709	160	tpw	Treponema pallidum subsp. pallidum Nichols		0	TPANIC_0438	NA	AGN75631	NA
T00716	160	tpp	Treponema pallidum subsp. pallidum SS14		0	TPASS_0079	NA	ACD70506	A0A0H3BI61
T01748	160	tpu	Treponema pallidum subsp. pallidum DAL-1		0	TPADAL_1010	NA	AEZ61348	NA
T01868	160	tph	Treponema pallidum subsp. pallidum Chicago		0	TPChic_0104	NA	ADD72257	NA
T02273	160	tpo	Treponema pallidum subsp. pallidum Mexico A		0	TPAMA_0642	NA	AFU66632	E5FNX7
T03185	160	tpas	Treponema pallidum subsp. pallidum Sea 81-4		0	TPSea814_001010	NA	AHN67652	NA
T01749	160	tpc	Treponema pallidum subsp. pertenue CDC2		0	TPECDC2_0438	NA	AEZ58630	NA
T01750	160	tpg	Treponema pallidum subsp. pertenue Gauthier		0	TPEGAU_0053	NA	AEZ59303	NA
T01751	160	tpm	Treponema pallidum subsp. pertenue SamoaD		0	TPESAMD_1039	NA	AEZ58183	NA
T02651	160	tpb	Treponema pallidum Fribourg-Blanc		0	TPFB_0595	NA	AGK84241	NA
T00157	158	tde	Treponema denticola		0	TDE_0932	NA	AAS11423	Q73P67
T01461	167	tsu	Treponema succinifaciens		0	Tresu_1849	NA	AEB14739	F2NW12
T01489	81028	tbe	Treponema brennaborense		0	Trebr_0370	NA	AEE15817	F4LN31
T01507	88058	tpi	Treponema primitia		0	TREPR_0680	NA	AEF84210	F5YK08
T01555	53435	tpl	Treponema paraluiscuniculi		0	TPCCA_0104	NA	AEH40059	F7XRU6
T02803	409322	tped	Treponema pedis		0	TPE_1800	NA	AGT44274	S6A8R2
T03278	221027	tpk	Treponema putidum		0	JO40_04275	NA	AIN93426	A0A562RZQ8
T03454	1539298	trm	Treponema sp. OMZ 838		0	JO41_10730	NA	AIW90215	A0A0A0X4A6
T06342	162	tphg	Treponema phagedenis		0	FUT81_05355	NA	QEK08920	NA
T06435	69710	trz	Treponema vincentii		0	GWP43_09495	NA	QHX43631	A0A6P1Y1L9
T06877	744512	trc	Treponema rectale		0	DYE49_00430	NA	QOS39000	A0A7M1XIQ7
T07166	744515	tri	Treponema ruminis		0	DYE50_08495	NA	QSI02604	NA
T07199	138851	tpav	Treponema parvum		0	HRQ91_10700	NA	QTQ14887	NA
T07695	58231	tmed	Treponema medium		0	DWB79_05840	NA	QSH97276	A0A898DEL0
T07715	2787628	tper	Treponema peruense		0	IWA51_10895	NA	QQA00749	A0A7T3RCS7
T08309	2880008	bpaa	Brucepastera parasyntrophica		0	K7I13_11700	NA	ULQ59153	NA
T01287	55206	ssm	Sediminispirochaeta smaragdinae		0	Spirs_3124	NA	ADK82222	E1R4Y4
T01315	154	sta	Spirochaeta thermophila DSM 6192		0	STHERM_c12530	NA	ADN02194	E0RTG3
T02016	154	stq	Spirochaeta thermophila DSM 6578		0	Spith_1019	NA	AEJ61291	G0GCZ9
T01811	46355	sfc	Spirochaeta africana		0	Spiaf_1616	NA	AFG37674	H9UJI1
T06210	252967	sper	Thiospirochaeta perfilievii		0	EW093_08100	NA	QEN04667	A0A5C1QAZ9
T03013	1307761	slr	Salinispira pacifica		0	L21SP2_1852	NA	AHC15227	V5WHB5
T06177	2518645	ock	Oceanispirochaeta crateris		0	EXM22_06625	NA	QEN07679	A0A5C1QKF7
T01439	1131703	sbu	Sphaerochaeta globosa		0	SpiBuddy_2804	NA	ADY14612	F0RS07
T01469	273376	scc	Sphaerochaeta coccoides		0	Spico_1231	NA	AEC02442	F4GLP8
T01673	1131707	sgp	Sphaerochaeta pleomorpha		0	SpiGrapes_0801	NA	AEV28630	G8QQ53
T08141	1129264	sass	Sphaerochaeta associata		0	MUG09_11890	NA	UOM50255	NA
T01506	150829	taz	Leadbettera azotonutricia		0	TREAZ_1959	NA	AEF82233	F5YAP5
T01573	215591	scd	Gracilinema caldarium		0	Spica_0895	NA	AEJ19049	F8F1J6
T07248	2798577	bhc	Breznakiella homolactica		0	JFL75_05970	NA	QQO10459	A0A7T8BAA6
T00098	173	lil	Leptospira interrogans serovar Lai 56601		0	LA_4092	NA	AAN51289	Q8EYX2
T01983	173	lie	Leptospira interrogans serovar Lai IPAV		0	LIF_A0876	NA	AER01682	NA
T00166	173	lic	Leptospira interrogans serovar Copenhageni		0	LIC_11870	NA	AAS70456	Q72R78
T03859	173	lis	Leptospira interrogans serovar Linhai		0	LIL_11505	NA	AJR14107	A0A0C5X781
T00404	174	lbj	Leptospira borgpetersenii JB197		0	LBJ_2272	NA	ABJ76746	Q04QS4
T00405	174	lbl	Leptospira borgpetersenii L550		0	LBL_2380	NA	ABJ79765	Q055P9
T00693	172	lbi	Leptospira biflexa serovar Patoc Patoc 1 (Paris)		0	LEPBI_I1763	NA	ABZ97869	B0SRS4
T00712	172	lbf	Leptospira biflexa serovar Patoc Patoc 1 (Ames)		0	LBF_2253	NA	ABZ94746	B0SB88
T03999	28183	lst	Leptospira santarosai		0	LSS_10603	NA	EKT86700	K8YAM9
T04558	2564040	laj	Leptospira tipperaryensis		0	A0128_01640	NA	AOP32682	A0A1D7USS9
T05598	1137606	lmay	Leptospira mayottensis		0	DPV73_14340	NA	AXR69010	A0A5F2E2H4
T05705	408139	lkm	Leptospira kmetyi		0	EFP84_10595	NA	AYV55915	A0A5F1XIW7
T06081	28184	lwl	Leptospira weilii		0	FHG68_10310	NA	QDK27010	NA
T07530	1917830	lkb	Leptospira kobayashii		0	LPTSP3_g07980	NA	BDA77868	NA
T02157	29510	tpx	Turneriella parva		0	Turpa_1330	NA	AFM11978	I4B3X1
T00865	159	bhy	Brachyspira hyodysenteriae WA1		0	BHWA1_00426	NA	ACN82922	A0A3B6V8C2
T04742	159	bhd	Brachyspira hyodysenteriae ATCC 27164		0	BHYOB78_10935	NA	ANN64365	A0A3B6VU83
T01229	84378	brm	Brachyspira murdochii		0	Bmur_1280	NA	ADG71372	D5U9J9
T01278	52584	bpo	Brachyspira pilosicoli 95/1000		0	BP951000_2028	NA	ADK32006	D8IFT3
T02225	52584	bpj	Brachyspira pilosicoli B2904		0	B2904_orf2665	NA	AFR71985	J9UT17
T02387	52584	bpip	Brachyspira pilosicoli P43/6/78		0	BPP43_10225	NA	AGA67221	A0A3B6VMT8
T02412	52584	bpw	Brachyspira pilosicoli WesB		0	WESB_0813	NA	CCG56283	K0JFD9
T01847	84377	bip	Brachyspira intermedia		0	Bint_2294	NA	AEM22900	G0EMC9
T05655	1287055	bhp	Brachyspira hampsonii		0	BHAMNSH16_04290	NA	ASJ20906	A0A1E5NRX1
T00352	658062	aba	Candidatus Koribacter versatilis		0	Acid345_0998	NA	ABF40001	Q1ISZ9
T00868	33075	aca	Acidobacterium capsulatum		0	ACP_2888	NA	ACO32425	C1F3U9
T01411	940615	acm	Granulicella tundricola		0	AciX9_2874	NA	ADW69897	E8WYY2
T01664	940614	gma	Granulicella mallensis		0	AciX8_4289	NA	AEU38564	G8NSI8
T06415	2602070	grw	Granulicella sp. WH15		0	FTO74_02825	NA	QHN02423	A0A7L5A514
T01408	870903	tsa	Terriglobus saanensis		0	AciPR4_3479	NA	ADV84233	E8UXZ9
T02140	392734	trs	Terriglobus roseus		0	Terro_1058	NA	AFL87379	I3ZDR1
T06135	1592106	talb	Terriglobus albidus		0	FTW19_00720	NA	QEE26656	A0A5B9E9C4
T05576	2211140	abas	Acidisarcina polymorpha		0	ACPOL_4953	NA	AXC14215	A0A2Z5G6G1
T06408	2703788	eda	Edaphobacter sp. 12200R-103		0	GWR55_15840	NA	QHS53025	A0A6B9YUV2
T08177	2763107	adin	Alloacidobacterium dinghuense		0	H7849_18670	NA	QNI35064	A0A7G8BR94
T00412	332163	sus	Candidatus Solibacter usitatus		0	Acid_5668	NA	ABJ86615	Q01UQ5
T06895	1473598	pfer	Paludibaculum fermentans		0	IRI77_30205	NA	QOY87007	A0A7S7SIG8
T01629	458033	ctm	Chloracidobacterium thermophilum		0	Cabther_A0091	NA	AEP10866	G2LFD3
T07355	2821543	cvl	Chloracidobacterium validum		0	J8C06_00455	NA	QUW03894	NA
T07464	2851959	chlo	Chloracidobacterium sp. MS 40/45		0	J8C02_11085	NA	QUV99928	NA
T04394	1855912	abac	Luteitalea pratensis		0	LuPra_04154	NA	AMY10911	A0A143PR57
T06993	981385	thyd	Thermotomaculum hydrothermale		0	TTHT_0219	NA	BBB31843	A0A7R6PYB0
T07864	2818388	scor	Sulfidibacter corallicola		0	J3U87_10880	NA	QTD52961	A0A8A4TV18
T00741	423605	emi	Elusimicrobium minutum		0	Emin_1035	NA	ACC98588	B2KDJ2
T03965	1408281	epo	Endomicrobium proavitum		0	Epro_1315	NA	AKL98691	A0A0G3WJ52
T05087	1408204	eti	Candidatus Endomicrobium trichonymphae Rs-D17		0	RSTT_520	NA	BAV59100	NA
T00755	1408204	rsd	Candidatus Endomicrobium trichonymphae Rs-D17		0	TGRD_391	NA	BAG13874	B1H042
T00077	851	fnu	Fusobacterium nucleatum subsp. nucleatum ATCC 25586		0	FN0990	NA	AAL95186	Q8REU9
T02822	851	fnc	Fusobacterium nucleatum subsp. vincentii 3_1_36A2		0	HMPREF0946_00454	NA	EEU32381	C7XNI8
T03625	851	fnt	Fusobacterium nucleatum subsp. vincentii 3_1_27		0	HMPREF0405_00787	NA	EFG34512	NA
T02680	851	fus	Fusobacterium nucleatum subsp. animalis 4_8		0	HMPREF0409_01727	NA	AGM24345	R9REN1
T03612	851	fne	Fusobacterium nucleatum subsp. animalis 7_1		0	FSDG_00474	NA	EEO41915	A0A140PRH3
T04183	1583098	fhw	Fusobacterium hwasookii		0	RN87_07840	NA	ALQ40442	A0A0S2ZNA4
T05232	2663009	fpd	Fusobacterium pseudoperiodonticum		0	CTM68_06975	NA	ATV57432	NA
T05280	856	fva	Fusobacterium varium		0	FV113G1_32610	NA	BBA52910	NA
T05433	861	ful	Fusobacterium ulcerans		0	C4N20_03830	NA	AVQ27259	A0A2P1S1I7
T05444	850	fmo	Fusobacterium mortiferum		0	C4N19_11450	NA	AVQ19674	C3WDE7
T05460	849	fgo	Fusobacterium gonidiaformans		0	C4N16_02860	NA	AVQ16532	NA
T06168	859	fnf	Fusobacterium necrophorum subsp. funduliforme		0	BSQ88_05110	NA	AYV93079	A0A162JCK8
T06291	860	fpei	Fusobacterium periodonticum		0	C4N17_03785	NA	AVQ24896	NA
T07213	285729	fci	Fusobacterium canifelinum		0	I6I83_02790	NA	QQS88075	NA
T01337	167642	ipo	Ilyobacter polytropus		0	Ilyop_2204	NA	ADO83967	E3HCJ1
T08261	188913	csom	Cetobacterium somerae		0	MKD34_04930	NA	UPO96511	NA
T00975	40542	lba	Leptotrichia buccalis		0	Lebu_1533	NA	ACV39406	C7NB75
T04044	712357	leo	Leptotrichia sp. oral taxon 212		0	AMK43_10925	NA	ALA96452	A0A0K2JDF1
T04653	1785996	lot	Leptotrichia sp. oral taxon 847		0	AXF11_03310	NA	AMD94712	A0A0X8JTK0
T04995	712368	leq	Leptotrichia sp. oral taxon 498		0	BCB68_09480	NA	ASQ49133	A0A222PBF5
T06149	157688	lhf	Leptotrichia hofstadii		0	JCM16775_2042	NA	BBM39331	A0A510JLR2
T06589	157691	lsz	Leptotrichia shahii		0	JCM16776_1319	NA	BBM41098	A0A510JP36
T06709	554406	lhg	Leptotrichia hongkongensis		0	JMUB5056_1953	NA	BBM60351	A0A510LB84
T06733	109328	lte	Leptotrichia trevisanii		0	JMUB4039_1002	NA	BBM57024	A0A510KZA7
T06741	157687	lwd	Leptotrichia wadei		0	JCM16777_1807	NA	BBM43546	A0A7U6LBT9
T06508	157692	lgo	Pseudoleptotrichia goodfellowii		0	JCM16774_2033	NA	BBM37081	A0A510JF97
T01123	826	str	Sebaldella termitidis		0	Sterm_1185	NA	ACZ08053	D1AH19
T01125	34105	smf	Streptobacillus moniliformis		0	Smon_0483	NA	ACZ00963	D1AXD7
T03854	187101	sns	Sneathia vaginalis		0	VC03_06110	NA	AKC96174	A0A0E3UUF5
T01129	81462	tai	Thermanaerovibrio acidaminovorans		0	Taci_0752	NA	ACZ18985	D1B9N2
T01202	81468	aco	Aminobacterium colombiense		0	Amico_0750	NA	ADE56883	D5EEA1
T01644	336261	tli	Thermovirga lienii		0	Tlie_0602	NA	AER66337	G7V8P6
T02151	97477	amo	Acetomicrobium mobile		0	Anamo_1339	NA	AFM21948	I4BXE1
T02602	651822	sbr	Fretibacterium fastidiosum		0	SY1_15220	NA	CBL28537	D4M9J2
T04453	1197717	cpor	Cloacibacillus porcorum		0	BED41_12065	NA	ANZ45750	A0A1B2I705
T08073	638849	ppio	Pyramidobacter piscolens		0	CE91St28_19110	NA	BDF79117	NA
T01099	833	fsu	Fibrobacter succinogenes		0	Fisuc_2176	NA	ACX75762	NA
T02105	833	fsc	Fibrobacter succinogenes		0	FSU_0249	NA	ADL25857	C9RPN2
T00878	173480	gau	Gemmatimonas aurantiaca		0	GAU_1450	NA	BAH38492	C1A8D2
T04580	1379270	gph	Gemmatimonas phototrophica		0	GEMMAAP_11425	NA	AMW05252	A0A143BL45
T07783	2732249	ggr	Gemmatimonas groenlandica		0	HKW67_02390	NA	QJR34453	A0A6M4II25
T03025	861299	gba	Gemmatirosa kalamazoonesis		0	J421_3092	NA	AHG90629	W0RHN6
T00122	818	bth	Bacteroides thetaiotaomicron VPI-5482		0	BT_2883	NA	AAO77989	Q8A3S1
T04540	818	btho	Bacteroides thetaiotaomicron 7330		0	Btheta7330_04834	NA	ALJ44349	A0A0P0FVR7
T00202	817	bfr	Bacteroides fragilis YCH46		0	BF2637	NA	BAD49387	Q64SZ2
T00239	817	bfs	Bacteroides fragilis NCTC 9343		0	BF9343_1224	NA	CAH07005	A0A380YWP3
T01691	817	bfg	Bacteroides fragilis 638R		0	BF638R_0100	NA	CBW20710	E1WJY9
T03897	817	bfb	Bacteroides fragilis BOB25		0	VU15_11985	NA	AKA52351	A0A1C0WXU1
T01393	290053	bhl	Bacteroides helcogenes		0	Bache_2853	NA	ADV44789	E6SNQ6
T02579	371601	bxy	Bacteroides xylanisolvens		0	BXY_17330	NA	CBK66837	D6CXD5
T04113	28116	boa	Bacteroides ovatus		0	Bovatus_02639	NA	ALJ47264	A0A5M5A665
T04116	246787	bcel	Bacteroides cellulosilyticus		0	BcellWH2_00895	NA	ALJ58157	A0A0P0G7J2
T05064	47678	bcac	Bacteroides caccae		0	CGC64_10415	NA	ASM66321	A0A174IYU9
T05202	1796613	bcae	Bacteroides caecimuris		0	A4V03_18165	NA	ANU59925	A0A1C7H5Q3
T05371	28119	bzg	Bacteroides zoogleoformans		0	C4H11_06690	NA	AVM52662	A0A562VI85
T05405	28113	bhf	Bacteroides heparinolyticus		0	C3V43_02815	NA	AVM56810	A0A2R3MPF6
T06090	329854	bis	Bacteroides intestinalis		0	DXK01_004735	NA	QDO68271	NA
T06523	820	bun	Bacteroides uniformis		0	Bun01g_08050	NA	BBK86435	A0A139K0K5
T07755	28111	beg	Bacteroides eggerthii		0	INE88_00715	NA	QUT43932	NA
T07883	46506	bste	Bacteroides stercoris		0	K6V31_03240	NA	UBE41878	NA
T07899	674529	bfe	Bacteroides faecis		0	K6V30_15755	NA	UBE43688	NA
T07941	291645	bno	Bacteroides nordii		0	K8P02_13665	NA	UAK41254	NA
T08258	2792859	bhum	Bacteroides humanifaecis		0	JXR92_001150	NA	UDB44304	NA
T00546	821	bvu	Phocaeicola vulgatus		0	BVU_3507	NA	ABR41131	A6L617
T01433	376805	bsa	Phocaeicola salanitronis		0	Bacsa_1982	NA	ADY36538	F0R2Y2
T03262	357276	bdo	Phocaeicola dorei HS1_L_1_B_010		0	EL88_11995	NA	AII63832	NA
T03263	357276	bdh	Phocaeicola dorei HS1_L_3_B_079		0	GV66_19635	NA	AII69746	A0A076ITA9
T07209	387090	pcop	Phocaeicola coprophilus		0	I6J50_14585	NA	QRO24197	NA
T00145	837	pgi	Porphyromonas gingivalis W83		0	PG_0296	NA	AAQ65514	Q7MXB0
T00714	837	pgn	Porphyromonas gingivalis ATCC 33277		0	PGN_0389	NA	BAG32908	B2RHR3
T01516	837	pgt	Porphyromonas gingivalis TDC60		0	PGTDC60_0572	NA	BAK24741	NA
T01485	28123	pah	Porphyromonas asaccharolytica		0	Poras_1411	NA	AEE13344	F4KMW6
T05510	393921	pcre	Porphyromonas crevioricanis		0	NCTC12858_01500	NA	SQH73636	A0A2X4PI79
T06514	36874	pcag	Porphyromonas cangingivalis		0	NCTC12856_01134	NA	VEJ03699	NA
T08002	28124	pend	Porphyromonas endodontalis		0	LA319_04045	NA	UBH65354	NA
T08199	322095	psoe	Porphyromonas somerae		0	CE91St14_12080	NA	BDE82180	NA
T03818	1562970	pbt	Fermentimonas caenicola		0	ING2E5B_0989	NA	CEA15742	A0A098C1D6
T04553	1642646	pmuc	Petrimonas mucosa		0	ING2E5A_1401	NA	SCM57566	A0A1G4G6Q3
T05132	1978337	pet	Petrimonas sp. IBARAKI		0	PEIBARAKI_5679	NA	BBD45686	A0A3G9E1Y9
T04672	1642647	psac	Proteiniphilum saccharofermentans		0	PSM36_2457	NA	SCD21260	A0A1R3T2C1
T06482	2714926	dys	Dysgonomonas sp. HDW5A		0	G7050_03425	NA	QIK58940	A0A6G7X2W2
T00792	511435	aps	Candidatus Azobacteroides pseudotrichonymphae		0	CFPG_402	NA	BAG83665	B6YR43
T01362	185300	ppn	Paludibacter propionicigenes		0	Palpr_1884	NA	ADQ80023	E4T5M9
T00549	823	pdi	Parabacteroides distasonis		0	BDI_2826	NA	ABR44539	A6LFS5
T05011	2025876	parc	Parabacteroides sp. CT06		0	CI960_21065	NA	AST56247	A0A223HV63
T07751	46503	pmer	Parabacteroides merdae		0	INE87_01444	NA	QUT49006	NA
T07780	328812	pgol	Parabacteroides goldsteinii		0	K6V26_25325	NA	UBD74396	NA
T07907	387661	pjo	Parabacteroides johnsonii		0	LK449_06710	NA	UEA92462	NA
T01682	28112	tfo	Tannerella forsythia		0	BFO_2950	NA	AEW20203	G8UPB5
T04474	712710	toh	Tannerella serpentiformis		0	BCB71_10595	NA	AOH41523	A0A2R4KH57
T04438	1796646	pary	Muribaculum intestinale		0	A4V02_08050	NA	ANU63683	A0A1B1SA51
T05963	2576606	dun	Duncaniella sp. B8		0	FDZ78_08035	NA	QCP73763	NA
T02986	397865	bvs	Barnesiella viscericola		0	BARVI_00020	NA	AHF11505	W0EKW2
T06867	1501392	copr	Coprobacter secundus subsp. similis		0	Cop2CBH44_28450	NA	BCI64492	A0A7G1I0A1
T01428	28118	osp	Odoribacter splanchnicus		0	Odosp_1845	NA	ADY32860	F9Z6Y3
T05785	2093856	buy	Butyricimonas faecalis		0	D8S85_17890	NA	AZS31241	A0A3Q9IR46
T07173	544645	bvir	Butyricimonas virosa		0	I6J59_13915	NA	QRO49015	NA
T01212	839	pru	Prevotella ruminicola		0	PRU_0553	NA	ADE82655	D5EXU1
T01286	28132	pmz	Prevotella melaninogenica		0	HMPREF0659_A6247	NA	ADK95317	D9RSS0
T01459	28129	pdn	Prevotella denticola		0	HMPREF9137_0547	NA	AEA22188	NA
T02058	28131	pit	Prevotella intermedia		0	PIN17_0477	NA	AFJ07667	NA
T02403	52227	pdt	Prevotella dentalis		0	Prede_0561	NA	AGB27921	F9D026
T02809	652716	pro	Prevotella sp. oral taxon 299		0	HMPREF0669_01281	NA	EFC70826	D3ICX7
T04032	589436	pfus	Prevotella fusca		0	ADJ77_02120	NA	AKU68661	A0A0K1NIZ6
T04173	76123	peo	Prevotella enoeca		0	AS203_10590	NA	ALO49485	A0A0S2KMI3
T05287	1177574	pje	Prevotella jejuni		0	CRM71_06140	NA	AUI54934	A0A2K9H8J7
T06067	28135	poc	Prevotella oris		0	NCTC13071_01716	NA	VEH15706	A0A3S4VA75
T07424	28133	pni	Prevotella nigrescens		0	J5A59_07990	NA	QUB51278	NA
T07481	282402	pmuf	Prevotella multiformis		0	J4864_05190	NA	QUB70441	NA
T07498	470565	phis	Prevotella histicola		0	J5A62_00085	NA	QUB83799	NA
T07933	165179	pcoi	Prevotella copri		0	LK433_02450	NA	UEA43463	NA
T08008	2801997	pher	Prevotella herbatica		0	prwr041_19720	NA	BCS86079	NA
T08190	28137	pvf	Prevotella veroralis		0	J5A55_01490	NA	QUB40957	NA
T08221	77095	pby	Prevotella bryantii		0	L6471_08160	NA	UKK76992	NA
T06230	2133944	alq	Pseudoprevotella muciniphila		0	C7Y71_006140	NA	QFQ12627	A0A5P8E6X1
T02133	214856	afd	Alistipes finegoldii		0	Alfi_2322	NA	AFL78601	I3YNN3
T02578	328814	ash	Alistipes shahii		0	AL1_11620	NA	CBK63659	D4IL47
T06260	2662363	ald	Alistipes sp. dk3624		0	GFH31_06600	NA	QGA23526	NA
T06406	328813	aok	Alistipes onderdonkii subsp. vulgaris		0	A3BBH6_22560	NA	BBL02020	A0A4Y1WLK1
T06592	2585118	acou	Alistipes communis		0	A5CBH24_23250	NA	BBL05012	A0A4Y1WW14
T06629	2585119	ada	Alistipes dispar		0	A5CPEGH6_00080	NA	BBL05370	A0A4Y1WWJ2
T06978	626932	ait	Alistipes indistinctus		0	AI2BBH_04170	NA	BCG53371	A0A6S6M7R9
T08021	28117	aput	Alistipes putredinis		0	L6V35_03130	NA	UKI39788	NA
T03205	1433126	rbc	Mucinivorans hirudinis		0	BN938_0362	NA	CDN30467	A0A060R6C1
T06728	2590900	ttz	Tenuifilum thalassicum		0	FHG85_09980	NA	QKG80584	A0A7D4C191
T04172	1307839	blq	Salinivirga cyanobacteriivorans		0	L21SP5_02940	NA	ALO16560	A0A0S2I2T1
T02861	1400053	bacc	Bacteroidales bacterium CF		0	BRDCF_p1330	NA	AGY53957	U5Q5Z6
T03072	1168034	dori	Draconibacterium orientale		0	FH5T_02635	NA	AHW58857	X5DES8
T06417	2706887	drc	Draconibacterium halophilum		0	G0Q07_12260	NA	QIA08437	A0A6C0REE2
T07297	2681766	mcos	Maribellus comscasis		0	GM418_20960	NA	QGY46047	A0A6I6K0H7
T04906	889453	asx	Alkalitalea saponilacus		0	CDL62_10955	NA	ASB49622	A0A1T5BQL2
